2,79217565356,1728550202290,1728553495480
1,79217565356,1728553463361,1728554835342
2,79217565354,1728552123404,1728553242692
1,79217565350,1728548176938,1728548320908
2,79217565358,1728545560169,1728552029804
1,79217565353,1728552879766,1728553984506
1,79217565357,1728553145209,1728554902056
2,79217565357,1728547971852,1728553585015
1,79217565356,1728551587531,1728552685611
2,79217565357,1728553011273,1728554734259
2,79217565352,1728548237274,1728551895069
1,79217565351,1728544439948,1728554809867
1,79217565353,1728551360884,1728553023642
1,79217565353,1728546597143,1728551929310
2,79217565351,1728549294111,1728552055645
1,79217565352,1728547146204,1728549451204
1,79217565352,1728552603708,1728554378307
2,79217565357,1728546024997,1728553970940
1,79217565351,1728550478617,1728554398473
2,79217565350,1728549732747,1728552615190
1,79217565354,1728547452149,1728551702482
2,79217565350,1728547713176,1728548677393
1,79217565359,1728550530220,1728553687814
2,79217565358,1728549146685,1728551437351
1,79217565356,1728551809112,1728553223151
1,79217565356,1728545292039,1728550538568
2,79217565352,1728549186400,1728552851777
2,79217565356,1728545870142,1728552311871
1,79217565358,1728546220918,1728552150271
1,79217565353,1728554073265,1728554522450
1,79217565351,1728549797768,1728551200933
1,79217565356,1728545675069,1728548272451
2,79217565355,1728548723970,1728551245270
1,79217565356,1728546320357,1728549465147
1,79217565354,1728547812938,1728551999897
2,79217565356,1728544966056,1728548173885
1,79217565355,1728550697143,1728550707532
2,79217565359,1728549729673,1728554893547
1,79217565350,1728554273127,1728554578348
1,79217565356,1728550731861,1728551264738
2,79217565356,1728550787791,1728551619033
2,79217565350,1728554511295,1728554938233
1,79217565355,1728551060050,1728551262567
1,79217565354,1728549627354,1728553016796
2,79217565351,1728551542662,1728553910909
2,79217565352,1728546399915,1728548565766
2,79217565350,1728553917051,1728553980043
1,79217565352,1728553281574,1728553861278
2,79217565351,1728554289155,1728554314783
1,79217565351,1728546363078,1728549712713
