1,79217565359,1704876756780,1704878823041
2,79217565357,1704876886522,1704878718993
2,79217565358,1704875416036,1704878716340
2,79217565359,1704879055448,1704879760812
1,79217565356,1704870695158,1704872071371
1,79217565351,1704877410150,1704880379495
1,79217565355,1704875395379,1704878810934
1,79217565351,1704880532672,1704880911099
1,79217565350,1704871126299,1704872204494
1,79217565358,1704877615472,1704878669938
2,79217565350,1704871240870,1704871877539
1,79217565354,1704874888455,1704877845065
2,79217565354,1704877258059,1704878607837
2,79217565351,1704871760504,1704878050220
2,79217565359,1704873986495,1704875287702
2,79217565354,1704877503881,1704879376713
2,79217565356,1704879080881,1704880824848
2,79217565353,1704877993328,1704880875666
2,79217565352,1704881164594,1704881360419
2,79217565353,1704876842245,1704877641752
2,79217565351,1704875972585,1704878123900
2,79217565357,1704875759117,1704880630720
2,79217565350,1704879455667,1704879470307
1,79217565352,1704872238041,1704873084478
1,79217565351,1704872053247,1704880029829
2,79217565350,1704873629920,1704874522367
1,79217565352,1704873214838,1704876552015
2,79217565356,1704875574146,1704878868165
2,79217565354,1704873612013,1704875713379
1,79217565355,1704874528259,1704879834228
2,79217565359,1704879934169,1704880076401
1,79217565353,1704877714656,1704878003200
2,79217565350,1704875615897,1704879011012
2,79217565359,1704875614192,1704878649226
2,79217565351,1704878259423,1704879854164
1,79217565352,1704873902256,1704878011109
2,79217565356,1704875056282,1704877586940
2,79217565355,1704876165451,1704878731743
1,79217565354,1704878142187,1704878795978
2,79217565355,1704879267540,1704880215669
1,79217565358,1704878345590,1704880698671
1,79217565354,1704872620780,1704874620486
1,79217565351,1704877214658,1704878335724
1,79217565353,1704876308439,1704877823231
2,79217565356,1704874548020,1704880691769
2,79217565357,1704875214535,1704875835100
1,79217565356,1704879325593,1704881364935
1,79217565352,1704879845167,1704881239705
1,79217565353,1704880081167,1704880237398
1,79217565352,1704879656426,1704879852819
