2,79217565358,1720602342153,1720605980005
1,79217565355,1720596828617,1720605704004
2,79217565358,1720596746628,1720599112922
1,79217565354,1720600234665,1720601603934
1,79217565356,1720595572897,1720603548765
1,79217565350,1720602706796,1720602729901
2,79217565354,1720599578748,1720605418438
1,79217565357,1720599078216,1720599251462
1,79217565355,1720600146591,1720605162911
2,79217565357,1720597027484,1720605928272
2,79217565355,1720602446920,1720604979136
1,79217565359,1720597320281,1720603731615
2,79217565356,1720605996927,1720606176156
2,79217565352,1720604286452,1720605987915
1,79217565351,1720601518174,1720604646770
2,79217565350,1720595696112,1720603619410
2,79217565355,1720601902811,1720602546024
1,79217565357,1720599015138,1720602357589
1,79217565353,1720603103898,1720603599573
2,79217565354,1720598190647,1720599244632
2,79217565355,1720597931996,1720605347267
2,79217565355,1720605187520,1720605912694
1,79217565353,1720600393869,1720605120664
2,79217565357,1720605190064,1720605243413
2,79217565357,1720598858889,1720604854989
1,79217565353,1720604852780,1720604980822
2,79217565355,1720603853976,1720605873110
1,79217565350,1720604628814,1720604727182
1,79217565351,1720595601149,1720606064450
1,79217565350,1720600859797,1720606174726
1,79217565357,1720597696525,1720604336956
1,79217565356,1720605482940,1720605603283
1,79217565350,1720599568932,1720602041059
2,79217565350,1720599495804,1720600746385
1,79217565353,1720601845164,1720604924427
1,79217565352,1720601162768,1720605697335
2,79217565359,1720602919633,1720605560425
1,79217565354,1720595870669,1720597905047
1,79217565355,1720603219721,1720604558804
1,79217565351,1720601028820,1720602779043
1,79217565354,1720604052048,1720605005595
1,79217565357,1720601481648,1720601565306
1,79217565357,1720601446803,1720605339292
1,79217565359,1720604787262,1720605135219
2,79217565351,1720600631812,1720604387478
1,79217565355,1720597037159,1720597048004
2,79217565359,1720604690210,1720606051931
1,79217565358,1720596110184,1720597764528
1,79217565353,1720605207121,1720605748555
1,79217565355,1720599853690,1720600539747
