2,79217565359,1733820697597,1733823734726
2,79217565358,1733818130614,1733824382930
1,79217565350,1733817189749,1733818581947
2,79217565356,1733819991775,1733822845003
2,79217565355,1733820056867,1733823033307
2,79217565359,1733823790316,1733825241600
2,79217565359,1733824074152,1733825384244
2,79217565359,1733822340695,1733824007669
1,79217565353,1733815701501,1733819978452
1,79217565351,1733822759629,1733823031549
1,79217565351,1733824790668,1733825315468
1,79217565350,1733825031505,1733825375210
1,79217565355,1733818419213,1733824548355
1,79217565357,1733823402489,1733824326531
2,79217565350,1733820032959,1733821687723
2,79217565358,1733818862770,1733825083173
1,79217565354,1733818750263,1733819892116
1,79217565355,1733823488342,1733824168000
2,79217565358,1733824710961,1733825242175
2,79217565354,1733823030931,1733824180337
1,79217565358,1733821642439,1733822470666
1,79217565351,1733815814776,1733816969696
1,79217565353,1733820803358,1733821429724
2,79217565350,1733818113426,1733821060336
2,79217565351,1733820923374,1733823159504
2,79217565355,1733818643205,1733824895318
2,79217565355,1733814848346,1733822832536
1,79217565353,1733824357958,1733824758477
2,79217565350,1733823801686,1733824812711
1,79217565356,1733824910357,1733825259245
1,79217565354,1733821046701,1733821855788
2,79217565354,1733817690678,1733821965866
2,79217565352,1733818600568,1733820488983
2,79217565354,1733814779031,1733823393372
2,79217565351,1733817457647,1733817563667
2,79217565351,1733815107520,1733823989739
1,79217565353,1733821219442,1733825311132
1,79217565355,1733819173809,1733820380533
1,79217565352,1733815000902,1733820709445
1,79217565358,1733820059800,1733822824243
2,79217565351,1733825164950,1733825198732
2,79217565350,1733825182864,1733825276789
1,79217565350,1733825375952,1733825396156
2,79217565358,1733822494770,1733825222738
2,79217565359,1733820542449,1733823180595
2,79217565354,1733823152784,1733823267178
1,79217565355,1733819670354,1733822417477
1,79217565358,1733819382727,1733821574858
1,79217565357,1733821724856,1733824403627
2,79217565353,1733816685653,1733822807118
